,gender,county,ur,party_preference,age_group2,education,ethnicity,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
622,Female,Ungheni,Rural,PN (Renato Usatii),50-59,Lower secondary education,Moldovan,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
623,Male,Orhei,Rural,Victorie (Ilan Sor),50-59,Lower secondary education,Moldovan,No answer,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,No answer,A lot of confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,Some confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence
624,Female,Orhei,Urban,PVM (Vasile Tarlev),60+,Higher education,Moldovan,No answer,Some confidence,I don't have much confidence,Some confidence,No answer,I have no confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence
625,Female,Ialoveni,Rural,PSRM (Igor Dodon),50-59,Higher education,Moldovan,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
626,Male,Mun. Chișinău,Rural,PSRM (Igor Dodon),40-49,Primary education,Moldovan,Some confidence,Some confidence,I have no confidence,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
627,Female,Nisporeni,Rural,Undecided,40-49,Upper secondary education,Moldovan,No answer,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,No answer,No answer,I don't have much confidence,I have no confidence,No answer,I have no confidence,I have no confidence,No answer,Some confidence,Some confidence,Some confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence
628,Male,Criuleni,Rural,Undecided,60+,Lower secondary education,Moldovan,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,No answer,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,No answer,A lot of confidence,A lot of confidence,A lot of confidence
629,Male,Orhei,Rural,PAS (Igor Grosu),20-29,Higher education,Moldovan,I don't have much confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence
630,Male,Orhei,Rural,PDCM (Ion Chicu),40-49,Primary education,Moldovan,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I don't have much confidence
631,Male,Șoldănești,Rural,PVM (Vasile Tarlev),60+,Upper secondary education,Moldovan,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
632,Female,Criuleni,Rural,PAS (Igor Grosu),60+,Post-secondary vocational education,Moldovan,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,No answer,No answer,Some confidence,No answer,I don't have much confidence,Some confidence,I don't have much confidence,No answer
633,Female,Criuleni,Rural,PN (Renato Usatii),15-19,Upper secondary education,Moldovan,A lot of confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,No answer,Some confidence,A lot of confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence
634,Female,Strășeni,Rural,PN (Renato Usatii),20-29,Primary education,Moldovan,No answer,Some confidence,Some confidence,Some confidence,No answer,No answer,Some confidence,No answer,I don't have much confidence,Some confidence,No answer,A lot of confidence,Some confidence,No answer,No answer,Some confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
635,Female,Mun. Chișinău,Rural,Undecided,50-59,Upper secondary education,Moldovan,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence
636,Male,Șoldănești,Rural,PDCM (Ion Chicu),30-39,Higher education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence
637,Male,Dubăsari,Rural,PSRM (Igor Dodon),40-49,Lower secondary education,Moldovan,A lot of confidence,Some confidence,I have no confidence,No answer,A lot of confidence,I don't have much confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
638,Male,Orhei,Urban,Victorie (Ilan Sor),40-49,Primary education,Moldovan,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
639,Female,Nisporeni,Urban,Undecided,30-39,Post-secondary vocational education,Moldovan,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,Some confidence,No answer,No answer,Some confidence,No answer,No answer
640,Male,Anenii Noi,Rural,Undecided,30-39,Primary education,Moldovan,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,No answer,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence
