ur,gender,education,county,ethnicity,age_group,N
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,45-49,6
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,50-54,6
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,55-59,8
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,60-64,7
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,65-69,6
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,70+,5
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,<15,17
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,15-19,2
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,20-24,4
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,25-29,5
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,30-34,8
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,35-39,6
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,40-44,6
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,45-49,6
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,50-54,9
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,55-59,9
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,60-64,6
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,65-69,5
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,70+,4
Urban,Female,Secondary vocational education,Basarabeasca,Bulgarian,<15,14
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,15-19,2
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,20-24,3
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,25-29,5
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,30-34,7
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,35-39,6
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,40-44,6
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,45-49,7
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,50-54,9
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,55-59,9
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,60-64,8
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,65-69,5
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,70+,4
Urban,Female,Secondary vocational education,Basarabeasca,Gagauz,<15,17
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,15-19,4
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,20-24,9
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,25-29,13
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,30-34,15
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,35-39,12
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,40-44,16
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,45-49,17
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,50-54,22
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,55-59,30
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,60-64,25
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,65-69,13
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,70+,9
Urban,Female,Secondary vocational education,Basarabeasca,Moldovan,<15,38
Urban,Female,Secondary vocational education,Basarabeasca,Other,50-54,1
Urban,Female,Secondary vocational education,Basarabeasca,Other,<15,1
Urban,Female,Secondary vocational education,Basarabeasca,Roma,55-59,1
Urban,Female,Secondary vocational education,Basarabeasca,Roma,60-64,1
Urban,Female,Secondary vocational education,Basarabeasca,Roma,<15,1
Urban,Female,Secondary vocational education,Basarabeasca,Romanian,<15,2
Urban,Female,Secondary vocational education,Basarabeasca,Russian,15-19,2
Urban,Female,Secondary vocational education,Basarabeasca,Russian,20-24,3
Urban,Female,Secondary vocational education,Basarabeasca,Russian,25-29,5
Urban,Female,Secondary vocational education,Basarabeasca,Russian,30-34,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,35-39,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,40-44,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,45-49,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,50-54,8
Urban,Female,Secondary vocational education,Basarabeasca,Russian,55-59,10
Urban,Female,Secondary vocational education,Basarabeasca,Russian,60-64,8
Urban,Female,Secondary vocational education,Basarabeasca,Russian,65-69,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,70+,6
Urban,Female,Secondary vocational education,Basarabeasca,Russian,<15,16
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,15-19,1
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,20-24,2
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,25-29,2
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,30-34,5
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,35-39,4
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,40-44,4
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,45-49,4
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,50-54,6
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,55-59,7
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,60-64,6
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,65-69,5
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,70+,4
Urban,Female,Secondary vocational education,Basarabeasca,Ukrainian,<15,11
Urban,Female,Secondary vocational education,Briceni,Moldovan,15-19,10
Urban,Female,Secondary vocational education,Briceni,Moldovan,20-24,21
Urban,Female,Secondary vocational education,Briceni,Moldovan,25-29,31
Urban,Female,Secondary vocational education,Briceni,Moldovan,30-34,33
Urban,Female,Secondary vocational education,Briceni,Moldovan,35-39,34
Urban,Female,Secondary vocational education,Briceni,Moldovan,40-44,40
Urban,Female,Secondary vocational education,Briceni,Moldovan,45-49,37
Urban,Female,Secondary vocational education,Briceni,Moldovan,50-54,46
Urban,Female,Secondary vocational education,Briceni,Moldovan,55-59,49
Urban,Female,Secondary vocational education,Briceni,Moldovan,60-64,39
Urban,Female,Secondary vocational education,Briceni,Moldovan,65-69,25
Urban,Female,Secondary vocational education,Briceni,Moldovan,70+,17
Urban,Female,Secondary vocational education,Briceni,Moldovan,<15,91
Urban,Female,Secondary vocational education,Briceni,Other,40-44,1
Urban,Female,Secondary vocational education,Briceni,Other,50-54,1
Urban,Female,Secondary vocational education,Briceni,Other,<15,2
Urban,Female,Secondary vocational education,Briceni,Roma,50-54,1
Urban,Female,Secondary vocational education,Briceni,Roma,55-59,1
Urban,Female,Secondary vocational education,Briceni,Roma,60-64,1
Urban,Female,Secondary vocational education,Briceni,Roma,<15,1
Urban,Female,Secondary vocational education,Briceni,Romanian,20-24,1
Urban,Female,Secondary vocational education,Briceni,Romanian,25-29,1
Urban,Female,Secondary vocational education,Briceni,Romanian,30-34,1
Urban,Female,Secondary vocational education,Briceni,Romanian,35-39,1
Urban,Female,Secondary vocational education,Briceni,Romanian,40-44,1
Urban,Female,Secondary vocational education,Briceni,Romanian,45-49,1
Urban,Female,Secondary vocational education,Briceni,Romanian,50-54,1
Urban,Female,Secondary vocational education,Briceni,Romanian,55-59,2
Urban,Female,Secondary vocational education,Briceni,Romanian,60-64,1
Urban,Female,Secondary vocational education,Briceni,Romanian,65-69,1
Urban,Female,Secondary vocational education,Briceni,Romanian,<15,5
Urban,Female,Secondary vocational education,Briceni,Russian,15-19,1
Urban,Female,Secondary vocational education,Briceni,Russian,20-24,3
Urban,Female,Secondary vocational education,Briceni,Russian,25-29,5
Urban,Female,Secondary vocational education,Briceni,Russian,30-34,5
Urban,Female,Secondary vocational education,Briceni,Russian,35-39,5
Urban,Female,Secondary vocational education,Briceni,Russian,40-44,5
Urban,Female,Secondary vocational education,Briceni,Russian,45-49,5
Urban,Female,Secondary vocational education,Briceni,Russian,50-54,5
Urban,Female,Secondary vocational education,Briceni,Russian,55-59,7
Urban,Female,Secondary vocational education,Briceni,Russian,60-64,5
Urban,Female,Secondary vocational education,Briceni,Russian,65-69,4
Urban,Female,Secondary vocational education,Briceni,Russian,70+,4
Urban,Female,Secondary vocational education,Briceni,Russian,<15,13
Urban,Female,Secondary vocational education,Briceni,Ukrainian,15-19,5
Urban,Female,Secondary vocational education,Briceni,Ukrainian,20-24,9
Urban,Female,Secondary vocational education,Briceni,Ukrainian,25-29,15
Urban,Female,Secondary vocational education,Briceni,Ukrainian,30-34,18
Urban,Female,Secondary vocational education,Briceni,Ukrainian,35-39,19
Urban,Female,Secondary vocational education,Briceni,Ukrainian,40-44,21
Urban,Female,Secondary vocational education,Briceni,Ukrainian,45-49,18
Urban,Female,Secondary vocational education,Briceni,Ukrainian,50-54,23
Urban,Female,Secondary vocational education,Briceni,Ukrainian,55-59,23
Urban,Female,Secondary vocational education,Briceni,Ukrainian,60-64,19
Urban,Female,Secondary vocational education,Briceni,Ukrainian,65-69,14
Urban,Female,Secondary vocational education,Briceni,Ukrainian,70+,15
Urban,Female,Secondary vocational education,Briceni,Ukrainian,<15,49
Urban,Female,Secondary vocational education,Cahul,Bulgarian,15-19,4
Urban,Female,Secondary vocational education,Cahul,Bulgarian,20-24,8
Urban,Female,Secondary vocational education,Cahul,Bulgarian,25-29,11
Urban,Female,Secondary vocational education,Cahul,Bulgarian,30-34,14
Urban,Female,Secondary vocational education,Cahul,Bulgarian,35-39,12
Urban,Female,Secondary vocational education,Cahul,Bulgarian,40-44,12
Urban,Female,Secondary vocational education,Cahul,Bulgarian,45-49,11
Urban,Female,Secondary vocational education,Cahul,Bulgarian,50-54,11
Urban,Female,Secondary vocational education,Cahul,Bulgarian,55-59,12
Urban,Female,Secondary vocational education,Cahul,Bulgarian,60-64,8
Urban,Female,Secondary vocational education,Cahul,Bulgarian,65-69,8
Urban,Female,Secondary vocational education,Cahul,Bulgarian,70+,6
Urban,Female,Secondary vocational education,Cahul,Bulgarian,<15,24
Urban,Female,Secondary vocational education,Cahul,Gagauz,20-24,3
Urban,Female,Secondary vocational education,Cahul,Gagauz,25-29,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,30-34,5
Urban,Female,Secondary vocational education,Cahul,Gagauz,35-39,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,40-44,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,45-49,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,50-54,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,55-59,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,60-64,4
Urban,Female,Secondary vocational education,Cahul,Gagauz,65-69,3
Urban,Female,Secondary vocational education,Cahul,Gagauz,70+,2
Urban,Female,Secondary vocational education,Cahul,Gagauz,<15,9
Urban,Female,Secondary vocational education,Cahul,Moldovan,15-19,26
Urban,Female,Secondary vocational education,Cahul,Moldovan,20-24,64
Urban,Female,Secondary vocational education,Cahul,Moldovan,25-29,86
Urban,Female,Secondary vocational education,Cahul,Moldovan,30-34,95
Urban,Female,Secondary vocational education,Cahul,Moldovan,35-39,85
Urban,Female,Secondary vocational education,Cahul,Moldovan,40-44,101
Urban,Female,Secondary vocational education,Cahul,Moldovan,45-49,95
Urban,Female,Secondary vocational education,Cahul,Moldovan,50-54,99
Urban,Female,Secondary vocational education,Cahul,Moldovan,55-59,107
Urban,Female,Secondary vocational education,Cahul,Moldovan,60-64,93
Urban,Female,Secondary vocational education,Cahul,Moldovan,65-69,71
Urban,Female,Secondary vocational education,Cahul,Moldovan,70+,43
Urban,Female,Secondary vocational education,Cahul,Moldovan,<15,201
Urban,Female,Secondary vocational education,Cahul,Other,25-29,2
Urban,Female,Secondary vocational education,Cahul,Other,30-34,2
Urban,Female,Secondary vocational education,Cahul,Other,35-39,2
Urban,Female,Secondary vocational education,Cahul,Other,40-44,2
Urban,Female,Secondary vocational education,Cahul,Other,45-49,2
Urban,Female,Secondary vocational education,Cahul,Other,50-54,2
Urban,Female,Secondary vocational education,Cahul,Other,55-59,1
Urban,Female,Secondary vocational education,Cahul,Other,60-64,2
Urban,Female,Secondary vocational education,Cahul,Other,65-69,1
Urban,Female,Secondary vocational education,Cahul,Other,<15,3
Urban,Female,Secondary vocational education,Cahul,Romanian,15-19,2
Urban,Female,Secondary vocational education,Cahul,Romanian,20-24,4
Urban,Female,Secondary vocational education,Cahul,Romanian,25-29,6
Urban,Female,Secondary vocational education,Cahul,Romanian,30-34,6
Urban,Female,Secondary vocational education,Cahul,Romanian,35-39,6
Urban,Female,Secondary vocational education,Cahul,Romanian,40-44,6
Urban,Female,Secondary vocational education,Cahul,Romanian,45-49,5
Urban,Female,Secondary vocational education,Cahul,Romanian,50-54,5
Urban,Female,Secondary vocational education,Cahul,Romanian,55-59,4
Urban,Female,Secondary vocational education,Cahul,Romanian,60-64,4
Urban,Female,Secondary vocational education,Cahul,Romanian,65-69,4
Urban,Female,Secondary vocational education,Cahul,Romanian,70+,2
Urban,Female,Secondary vocational education,Cahul,Romanian,<15,16
Urban,Female,Secondary vocational education,Cahul,Russian,15-19,3
Urban,Female,Secondary vocational education,Cahul,Russian,20-24,8
Urban,Female,Secondary vocational education,Cahul,Russian,25-29,13
Urban,Female,Secondary vocational education,Cahul,Russian,30-34,18
Urban,Female,Secondary vocational education,Cahul,Russian,35-39,15
Urban,Female,Secondary vocational education,Cahul,Russian,40-44,17
Urban,Female,Secondary vocational education,Cahul,Russian,45-49,14
Urban,Female,Secondary vocational education,Cahul,Russian,50-54,15
Urban,Female,Secondary vocational education,Cahul,Russian,55-59,17
Urban,Female,Secondary vocational education,Cahul,Russian,60-64,14
Urban,Female,Secondary vocational education,Cahul,Russian,65-69,15
Urban,Female,Secondary vocational education,Cahul,Russian,70+,12
Urban,Female,Secondary vocational education,Cahul,Russian,<15,33
Urban,Female,Secondary vocational education,Cahul,Ukrainian,15-19,2
Urban,Female,Secondary vocational education,Cahul,Ukrainian,20-24,6
Urban,Female,Secondary vocational education,Cahul,Ukrainian,25-29,10
Urban,Female,Secondary vocational education,Cahul,Ukrainian,30-34,13
Urban,Female,Secondary vocational education,Cahul,Ukrainian,35-39,12
Urban,Female,Secondary vocational education,Cahul,Ukrainian,40-44,12
Urban,Female,Secondary vocational education,Cahul,Ukrainian,45-49,10
Urban,Female,Secondary vocational education,Cahul,Ukrainian,50-54,11
Urban,Female,Secondary vocational education,Cahul,Ukrainian,55-59,14
Urban,Female,Secondary vocational education,Cahul,Ukrainian,60-64,12
Urban,Female,Secondary vocational education,Cahul,Ukrainian,65-69,11
Urban,Female,Secondary vocational education,Cahul,Ukrainian,70+,9
Urban,Female,Secondary vocational education,Cahul,Ukrainian,<15,30
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,25-29,1
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,30-34,2
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,35-39,1
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,40-44,2
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,45-49,1
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,50-54,2
Urban,Female,Secondary vocational education,Cantemir,Bulgarian,<15,4
Urban,Female,Secondary vocational education,Cantemir,Moldovan,15-19,3
Urban,Female,Secondary vocational education,Cantemir,Moldovan,20-24,7
Urban,Female,Secondary vocational education,Cantemir,Moldovan,25-29,10
Urban,Female,Secondary vocational education,Cantemir,Moldovan,30-34,13
Urban,Female,Secondary vocational education,Cantemir,Moldovan,35-39,10
Urban,Female,Secondary vocational education,Cantemir,Moldovan,40-44,14
Urban,Female,Secondary vocational education,Cantemir,Moldovan,45-49,12
Urban,Female,Secondary vocational education,Cantemir,Moldovan,50-54,16
Urban,Female,Secondary vocational education,Cantemir,Moldovan,55-59,14
Urban,Female,Secondary vocational education,Cantemir,Moldovan,60-64,10
Urban,Female,Secondary vocational education,Cantemir,Moldovan,65-69,7
Urban,Female,Secondary vocational education,Cantemir,Moldovan,70+,3
Urban,Female,Secondary vocational education,Cantemir,Moldovan,<15,33
Urban,Female,Secondary vocational education,Cantemir,Romanian,25-29,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,30-34,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,35-39,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,40-44,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,45-49,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,50-54,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,55-59,1
Urban,Female,Secondary vocational education,Cantemir,Romanian,<15,3
Urban,Female,Secondary vocational education,Cantemir,Russian,30-34,1
Urban,Female,Secondary vocational education,Cantemir,Russian,40-44,1
Urban,Female,Secondary vocational education,Cantemir,Russian,50-54,1
Urban,Female,Secondary vocational education,Cantemir,Russian,<15,2
Urban,Female,Secondary vocational education,Cantemir,Ukrainian,<15,1
Urban,Female,Secondary vocational education,Cimișlia,Bulgarian,30-34,1
Urban,Female,Secondary vocational education,Cimișlia,Bulgarian,35-39,1
Urban,Female,Secondary vocational education,Cimișlia,Bulgarian,40-44,1
Urban,Female,Secondary vocational education,Cimișlia,Bulgarian,45-49,1
Urban,Female,Secondary vocational education,Cimișlia,Bulgarian,50-54,1
