,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
2233,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,283
2234,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,50
2235,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,667
2236,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,770
2237,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,200
2238,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,149
2239,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,159
2240,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,181
2241,55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Urban,1914
2242,55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Rural,28
2243,55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Small town,7
2244,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,Urban,1195
2245,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,Rural,2
2246,55-64,Basic education,Male,Estonian,Tartu linn,Tartu linn,Urban,269
2247,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1777
2248,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,166
2249,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,545
2250,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,89
2251,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,409
2252,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,23
2253,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,469
2254,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,574
2255,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,103
2256,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,109
2257,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,117
2258,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,119
2259,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,723
2260,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,1088
2261,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,86
2262,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,210
2263,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,152
2264,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,23
2265,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,149
2266,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,246
2267,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,14
2268,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,670
2269,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,997
2270,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,74
2271,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,89
2272,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,170
2273,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,7
2274,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,89
2275,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,180
2276,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,13
2277,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,253
2278,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,211
2279,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,11
2280,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,129
2281,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,179
2282,55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,3
2283,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,104
2284,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,59
2285,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,3
2286,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,938
2287,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,471
2288,55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,39
2289,55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,320
2290,55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,175
2291,55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,26
2292,55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,85
2293,55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,46
2294,55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,2
2295,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,54
2296,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,105
2297,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,394
2298,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,174
2299,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,20
2300,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,143
2301,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,273
2302,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,170
2303,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,71
2304,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,109
2305,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,111
2306,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,9
2307,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,27
2308,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,10
2309,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,5
2310,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,4
2311,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,1
2312,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,1105
2313,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,206
2314,55-64,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,Small town,2
2315,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,458
2316,55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,90
2317,55-64,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,64
2318,55-64,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,24
2319,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,91
2320,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,35
2321,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,11
2322,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,5
2323,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,17
2324,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,5
2325,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,19
2326,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,27
2327,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,17
2328,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,2
2329,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,2
2330,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,1
2331,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,1
2332,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,3
2333,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,1
2334,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,30
2335,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,21
2336,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,3
2337,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,8
2338,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,5
2339,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,4
2340,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,4
2341,55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,54
2342,55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,113
2343,55-64,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,29
2344,55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,11
2345,55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,19
2346,55-64,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,5
2347,55-64,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,6
2348,55-64,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,19
2349,55-64,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,5
2350,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,33
2351,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,15
2352,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,8
2353,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,4
2354,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,9
2355,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,4
2356,55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Urban,146
2357,55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Rural,85
2358,55-64,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Small town,22
2359,55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,Urban,29
2360,55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,Rural,12
2361,55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,Small town,5
2362,55-64,Basic education,Male,Other,Pärnumaa,Pärnumaa,Urban,12
2363,55-64,Basic education,Male,Other,Pärnumaa,Pärnumaa,Rural,10
2364,55-64,Basic education,Male,Other,Pärnumaa,Pärnumaa,Small town,3
2365,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,46
2366,55-64,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,13
2367,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,10
2368,55-64,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,3
2369,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,10
2370,55-64,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,2
2371,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,7
2372,55-64,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,8
2373,55-64,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,1
2374,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,1
2375,55-64,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,2
2376,55-64,Secondary education,Male,Other,Tartu linn,Tartu linn,Urban,326
2377,55-64,Secondary education,Male,Other,Tartu linn,Tartu linn,Rural,5
2378,55-64,Secondary education,Male,Other,Tartu linn,Tartu linn,Small town,1
2379,55-64,Higher education,Male,Other,Tartu linn,Tartu linn,Urban,124
2380,55-64,Basic education,Male,Other,Tartu linn,Tartu linn,Urban,47
2381,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,168
2382,55-64,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,16
2383,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,37
2384,55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,6
2385,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,53
2386,55-64,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,3
2387,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,35
2388,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,43
2389,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,6
2390,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,7
2391,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,7
2392,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,8
2393,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,26
2394,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,39
2395,55-64,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,3
2396,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,7
2397,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,5
2398,55-64,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
2399,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,6
2400,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,10
2401,55-64,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
2402,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,28
2403,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,42
2404,55-64,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,3
2405,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,4
2406,55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,7
2407,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,3
2408,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,7
2409,55-64,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,1
2410,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,573
2411,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,596
2412,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,22
2413,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,788
2414,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,1184
2415,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,46
2416,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,560
2417,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,613
2418,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,36
2419,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1251
2420,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,692
2421,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,76
2422,55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1063
2423,55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,890
2424,55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,57
2425,55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,809
2426,55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,1049
2427,55-64,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,39
2428,55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,289
2429,55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,434
2430,55-64,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,9
2431,55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,825
2432,55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,715
2433,55-64,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,51
2434,55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,924
2435,55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,1766
2436,55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,1098
2437,55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,641
2438,55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,977
2439,55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,995
2440,55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,84
2441,55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,240
2442,55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,92
2443,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,402
2444,55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,209
2445,55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,75
2446,55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,839
2447,55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,156
2448,55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,2
2449,55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,399
2450,55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,78
2451,55-64,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,65
2452,55-64,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,24
2453,55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,817
2454,55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,312
2455,55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,330
2456,55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,133
2457,55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,145
2458,55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,42
2459,55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,410
2460,55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,582
2461,55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,375
2462,55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,140
2463,55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,190
2464,55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,109
2465,55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,48
2466,55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,141
2467,55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,43
2468,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,449
2469,55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,313
