ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
998,25-34,M,Masters degree,UK,White,47,38,52,39,48,-0.21712,0.07987,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
999,25-34,F,Doctorate degree,USA,White,26,45,44,42,48,-0.21712,-0.52593,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0
1000,18-24,M,"Some college or university, no certificate or degree",USA,White,29,43,45,44,51,-0.71126,-1.18084,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0
1001,18-24,M,Left school at 16 years,New Zealand,White,48,32,44,42,37,1.29221,0.7654,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0
1002,18-24,M,"Some college or university, no certificate or degree",USA,White,35,46,37,27,35,1.29221,1.92173,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0
1003,45-54,F,"Some college or university, no certificate or degree",Other,White,32,41,47,46,47,-1.37983,-1.18084,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
1004,18-24,M,"Some college or university, no certificate or degree",Other,White,55,27,44,33,44,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0
1005,18-24,M,Left school at 18 years,Canada,White,53,23,38,40,17,-0.21712,-1.18084,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3
1006,18-24,M,Left school at 18 years,USA,Mixed-White/Black,44,29,33,43,29,1.29221,1.2247,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4
1007,18-24,F,Left school at 18 years,USA,White,53,33,52,44,35,-0.71126,-0.52593,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3
1008,18-24,M,"Some college or university, no certificate or degree",USA,White,35,41,56,49,42,0.19268,0.40148,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0
1009,45-54,M,Masters degree,Other,White,42,31,42,40,33,-0.21712,-0.21575,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3
1010,18-24,F,Left school at 18 years,UK,White,48,46,49,41,40,0.52975,0.40148,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0
1011,45-54,M,University degree,USA,White,29,40,46,43,45,-2.55524,-0.52593,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1012,18-24,F,"Some college or university, no certificate or degree",USA,White,30,49,57,51,36,0.19268,1.92173,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1013,25-34,M,"Some college or university, no certificate or degree",USA,White,53,31,49,38,31,0.19268,-1.18084,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4
1014,18-24,M,"Some college or university, no certificate or degree",USA,White,42,42,47,44,41,0.19268,0.7654,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1015,25-34,M,"Some college or university, no certificate or degree",USA,White,28,53,52,46,37,1.86203,1.92173,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0
1016,45-54,M,University degree,USA,White,25,44,59,48,50,-1.37983,0.07987,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0
1017,18-24,M,Professional certificate/ diploma,Other,White,18,55,57,44,52,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0
1018,25-34,M,"Some college or university, no certificate or degree",USA,White,39,20,40,32,22,0.88113,0.07987,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0
1019,18-24,F,Left school at 18 years,UK,White,32,31,39,46,49,-0.71126,-2.07848,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1020,25-34,M,Left school at 18 years,Other,White,38,50,48,33,42,-0.21712,0.7654,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1
1021,35-44,F,"Some college or university, no certificate or degree",USA,White,45,30,36,40,36,0.19268,-2.07848,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1022,18-24,M,University degree,USA,White,37,33,53,30,47,-0.21712,-0.52593,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2
1023,18-24,F,"Some college or university, no certificate or degree",UK,White,55,19,38,40,23,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1024,18-24,M,Left school at 18 years,Australia,White,49,39,56,37,39,-0.21712,0.07987,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0
1025,18-24,M,"Some college or university, no certificate or degree",USA,White,29,38,53,36,23,1.29221,0.7654,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0
1026,18-24,F,Left school at 18 years,USA,Other,39,32,49,47,37,0.88113,0.07987,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3
1027,18-24,F,University degree,USA,White,25,33,41,41,39,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1028,45-54,M,Doctorate degree,USA,White,37,42,49,37,42,0.19268,0.40148,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2
1029,35-44,F,University degree,USA,Asian,42,42,43,43,46,1.29221,1.2247,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1
1030,18-24,F,Masters degree,USA,White,32,45,50,47,50,-0.21712,1.92173,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5
1031,18-24,F,University degree,UK,White,41,33,40,36,39,-0.21712,0.40148,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2
1032,18-24,M,"Some college or university, no certificate or degree",Australia,White,29,42,50,50,42,0.19268,0.7654,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
1033,25-34,M,"Some college or university, no certificate or degree",UK,White,38,30,45,36,31,1.29221,0.40148,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
1034,18-24,M,"Some college or university, no certificate or degree",USA,White,38,35,47,39,40,0.19268,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0
1035,18-24,F,"Some college or university, no certificate or degree",UK,White,48,36,49,39,34,0.52975,1.92173,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1
1036,18-24,M,Professional certificate/ diploma,UK,White,41,43,57,43,38,0.52975,0.7654,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1037,18-24,F,"Some college or university, no certificate or degree",USA,White,41,45,52,42,40,1.29221,1.2247,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2
1038,25-34,M,"Some college or university, no certificate or degree",USA,White,19,43,50,47,47,-1.37983,-0.84637,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1
1039,35-44,F,Masters degree,USA,White,48,29,46,58,36,-0.21712,-2.07848,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1040,18-24,F,"Some college or university, no certificate or degree",USA,White,38,34,51,56,49,0.52975,1.2247,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3
1041,18-24,M,"Some college or university, no certificate or degree",USA,White,43,39,50,38,45,-0.71126,0.07987,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3
1042,35-44,F,Masters degree,UK,White,42,39,32,42,34,0.88113,0.40148,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1043,35-44,M,University degree,UK,White,38,24,31,34,31,1.86203,0.7654,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1044,25-34,M,"Some college or university, no certificate or degree",Other,White,46,36,47,49,38,0.88113,-0.21575,CL5,CL3,CL2,CL2,CL6,CL5,CL5,CL3,CL4,CL2,CL0,CL5,CL3,CL5,CL0,CL3,CL6,CL0,CL0
1045,25-34,F,Masters degree,UK,White,45,37,36,48,37,-1.37983,-0.52593,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1046,18-24,M,"Some college or university, no certificate or degree",UK,White,43,48,55,49,35,1.29221,1.2247,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
1047,25-34,F,Masters degree,USA,White,49,48,57,26,32,1.29221,1.2247,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
1048,18-24,M,"Some college or university, no certificate or degree",USA,White,48,31,49,43,44,-1.37983,-1.54858,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
1049,18-24,M,Masters degree,UK,White,23,55,49,38,46,0.88113,1.92173,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1050,18-24,M,Professional certificate/ diploma,UK,White,25,44,46,45,38,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1051,18-24,F,"Some college or university, no certificate or degree",USA,White,46,43,55,53,37,0.88113,0.7654,CL5,CL3,CL0,CL3,CL6,CL5,CL4,CL3,CL0,CL5,CL0,CL3,CL2,CL3,CL0,CL3,CL5,CL0,CL3
1052,25-34,M,Doctorate degree,Other,White,22,39,51,30,44,0.19268,1.2247,CL5,CL2,CL2,CL3,CL6,CL5,CL3,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL1
1053,18-24,M,"Some college or university, no certificate or degree",USA,White,29,37,39,41,40,-0.21712,-0.21575,CL5,CL0,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL2
1054,18-24,M,Left school at 18 years,Canada,White,48,36,35,30,26,1.29221,1.92173,CL6,CL5,CL0,CL4,CL5,CL5,CL5,CL6,CL0,CL4,CL5,CL0,CL4,CL3,CL5,CL3,CL6,CL0,CL0
1055,18-24,F,"Some college or university, no certificate or degree",USA,White,40,36,49,41,39,-0.21712,-0.21575,CL5,CL0,CL0,CL2,CL4,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL3,CL0,CL0
1056,25-34,M,Left school at 16 years,UK,White,28,48,56,39,46,0.19268,0.40148,CL6,CL2,CL2,CL4,CL5,CL4,CL5,CL2,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL3,CL6,CL0,CL6
1057,25-34,F,"Some college or university, no certificate or degree",USA,White,38,39,51,47,51,-1.37983,-1.18084,CL4,CL2,CL2,CL3,CL5,CL5,CL4,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL1
1058,35-44,F,Left school at 18 years,USA,White,39,31,38,31,31,0.19268,0.40148,CL4,CL5,CL0,CL3,CL5,CL4,CL5,CL2,CL0,CL0,CL0,CL0,CL6,CL1,CL2,CL1,CL3,CL0,CL1
1059,18-24,M,University degree,USA,White,43,32,37,40,39,0.52975,0.40148,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0
1060,18-24,M,"Some college or university, no certificate or degree",USA,White,30,39,51,49,40,-0.71126,0.40148,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL5,CL3,CL0,CL3,CL0,CL0
1061,45-54,F,Masters degree,Other,White,30,40,56,47,48,-1.37983,-0.52593,CL5,CL1,CL1,CL0,CL2,CL1,CL6,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1062,18-24,F,Left school at 18 years,USA,Other,33,44,36,44,47,1.29221,0.07987,CL2,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1063,18-24,F,University degree,USA,Mixed-Black/Asian,48,52,56,42,38,1.29221,1.2247,CL5,CL0,CL0,CL3,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
1064,25-34,M,"Some college or university, no certificate or degree",USA,White,21,39,52,33,45,-0.21712,0.07987,CL5,CL2,CL0,CL2,CL4,CL6,CL5,CL2,CL2,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL2
1065,25-34,M,Masters degree,Other,Other,29,44,56,47,46,-0.21712,1.2247,CL5,CL4,CL3,CL3,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL1
1066,18-24,M,"Some college or university, no certificate or degree",USA,White,13,43,54,50,33,0.88113,0.7654,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL5,CL0,CL0
1067,35-44,F,Left school at 17 years,Canada,White,48,35,50,45,52,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1068,35-44,M,University degree,Canada,White,30,35,29,41,40,-2.55524,-1.18084,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1069,18-24,M,Left school at 18 years,UK,White,21,46,46,43,35,0.88113,0.07987,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1070,25-34,F,Doctorate degree,UK,White,27,40,53,55,54,-1.37983,-0.21575,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1071,25-34,F,Masters degree,Other,Mixed-White/Black,35,30,43,42,50,-0.21712,-1.18084,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1072,18-24,M,Masters degree,UK,White,40,40,48,39,43,0.88113,0.07987,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0
1073,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,31,37,53,44,31,-0.21712,0.7654,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
1074,18-24,F,Masters degree,UK,White,51,29,45,45,39,-0.71126,-1.54858,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1075,35-44,F,Doctorate degree,UK,White,29,42,46,41,51,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1076,35-44,M,Left school at 18 years,UK,White,39,35,43,40,41,0.19268,0.7654,CL6,CL0,CL1,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1077,18-24,M,Left school at 17 years,UK,White,27,36,51,51,40,-0.71126,-0.21575,CL3,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0
1078,35-44,F,Professional certificate/ diploma,Canada,White,40,40,39,44,41,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1079,25-34,F,University degree,USA,White,53,26,57,37,44,0.19268,1.92173,CL3,CL1,CL1,CL2,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
1080,45-54,M,Professional certificate/ diploma,UK,White,22,46,44,40,44,-0.21712,-1.54858,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1081,35-44,F,Professional certificate/ diploma,UK,White,41,30,36,44,33,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1082,25-34,F,Masters degree,UK,Other,39,51,45,45,46,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1083,18-24,F,Masters degree,UK,White,25,50,48,50,50,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1084,18-24,M,Masters degree,UK,White,33,43,44,45,38,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL0
1085,18-24,F,Masters degree,UK,White,42,47,40,40,32,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1086,18-24,F,University degree,UK,White,35,39,49,45,45,-1.37983,-0.21575,CL5,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL1
1087,18-24,F,Masters degree,UK,White,33,43,52,42,53,0.52975,0.40148,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1088,35-44,M,Professional certificate/ diploma,Canada,White,34,39,50,46,46,-0.71126,0.40148,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL1,CL0,CL0
1089,18-24,F,Masters degree,Other,White,35,46,58,41,44,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1090,18-24,F,Masters degree,UK,White,41,43,46,41,44,0.19268,-0.52593,CL6,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1091,25-34,F,Masters degree,USA,White,31,39,48,47,48,0.19268,-0.84637,CL6,CL6,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
1092,25-34,F,University degree,UK,White,26,49,47,50,40,-1.37983,0.7654,CL6,CL2,CL5,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL1
1093,18-24,F,Masters degree,UK,White,42,49,45,57,38,1.29221,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1094,45-54,F,Left school at 16 years,UK,White,31,44,38,50,43,0.19268,-0.52593,CL4,CL3,CL0,CL5,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL0
1095,18-24,M,University degree,Australia,White,21,34,42,35,32,0.19268,0.7654,CL3,CL4,CL6,CL0,CL6,CL3,CL4,CL4,CL0,CL4,CL0,CL0,CL4,CL4,CL0,CL3,CL0,CL0,CL4
1096,25-34,F,University degree,Australia,White,23,51,40,39,46,0.88113,0.40148,CL6,CL2,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1097,35-44,M,Masters degree,UK,Asian,31,46,47,43,48,0.88113,-0.21575,CL5,CL0,CL0,CL2,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1098,25-34,M,Masters degree,UK,White,47,32,40,43,43,-0.21712,-2.07848,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1099,18-24,M,Left school at 18 years,UK,White,30,35,56,54,33,-0.21712,-0.52593,CL5,CL2,CL3,CL3,CL5,CL5,CL4,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1100,25-34,M,"Some college or university, no certificate or degree",USA,White,27,40,51,44,37,0.88113,0.07987,CL3,CL2,CL0,CL4,CL6,CL6,CL6,CL2,CL2,CL3,CL2,CL2,CL3,CL2,CL6,CL3,CL6,CL0,CL5
1101,18-24,F,"Some college or university, no certificate or degree",USA,White,36,37,46,37,37,-1.37983,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1102,18-24,F,Masters degree,UK,White,24,48,48,46,46,-0.21712,0.40148,CL5,CL2,CL2,CL0,CL5,CL5,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
1103,18-24,M,"Some college or university, no certificate or degree",Other,White,30,43,45,45,28,0.19268,0.7654,CL6,CL4,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1104,18-24,F,University degree,USA,White,39,39,42,41,50,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL2,CL2,CL4,CL0,CL2,CL3,CL0,CL0
1105,18-24,F,Masters degree,Other,White,28,39,45,40,39,-0.21712,1.2247,CL6,CL0,CL3,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0
1106,18-24,F,Left school at 18 years,USA,White,26,42,57,37,28,0.19268,0.7654,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1107,25-34,M,"Some college or university, no certificate or degree",Other,White,25,32,51,35,26,-1.37983,0.07987,CL6,CL3,CL2,CL3,CL6,CL5,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
1108,25-34,F,Doctorate degree,UK,White,34,38,43,56,52,-1.37983,0.07987,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1109,25-34,F,"Some college or university, no certificate or degree",Other,White,54,38,49,35,34,0.19268,0.7654,CL5,CL3,CL2,CL2,CL3,CL6,CL5,CL3,CL0,CL4,CL2,CL2,CL0,CL3,CL3,CL2,CL6,CL0,CL1
1110,18-24,M,University degree,UK,White,47,47,53,42,38,1.86203,1.92173,CL5,CL4,CL2,CL3,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL2,CL4,CL0,CL0
1111,18-24,M,"Some college or university, no certificate or degree",UK,White,27,51,55,51,40,0.19268,0.40148,CL6,CL5,CL3,CL5,CL6,CL5,CL5,CL5,CL0,CL5,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
