,gender,county,direction,party_preference,education,status,ethnicity,ur,age_group2,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
499,Male,UTA Găgăuzia,Wrong direction,Undecided,Secondary vocational education,About the same,Moldovan,Rural,40-49,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,No answer,Some confidence,Some confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence
500,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Higher education,Better,Moldovan,Urban,40-49,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
501,Male,Drochia,Wrong direction,PSRM (Igor Dodon),Upper secondary education,Worse,Moldovan,Urban,30-39,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence
502,Female,Mun. Chișinău,Wrong direction,No answer,Upper secondary education,Worse,Moldovan,Urban,20-29,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,No answer,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence
503,Male,Mun. Bălți,Right direction,PAS (Igor Grosu),Post-secondary vocational education,Much worse,Moldovan,Urban,40-49,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,No answer,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence
504,Female,Mun. Chișinău,Right direction,PAS (Igor Grosu),Post-secondary vocational education,Worse,Moldovan,Urban,50-59,Some confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,A lot of confidence,Some confidence,I don't have much confidence,A lot of confidence,Some confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence
505,Female,Căușeni,Right direction,Undecided,Higher education,Much worse,Moldovan,Rural,30-39,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,No answer
506,Female,Edineț,Right direction,Undecided,Lower secondary education,Worse,Ukrainian,Rural,60+,No answer,I don't have much confidence,A lot of confidence,I don't have much confidence,No answer,Some confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,No answer,I have no confidence,Some confidence,No answer,No answer,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I have no confidence
507,Female,Criuleni,Right direction,PAS (Igor Grosu),Lower secondary education,Much worse,Moldovan,Rural,60+,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,Some confidence,No answer,I have no confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence
508,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Post-secondary vocational education,Better,Moldovan,Urban,50-59,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence
509,Female,Sîngerei,Wrong direction,Undecided,Secondary vocational education,Worse,Moldovan,Rural,40-49,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,No answer,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I have no confidence,I have no confidence
510,Male,Mun. Chișinău,Wrong direction,PAS (Igor Grosu),Post-secondary vocational education,About the same,Moldovan,Urban,40-49,No answer,Some confidence,A lot of confidence,I have no confidence,No answer,Some confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,No answer,I have no confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,A lot of confidence
511,Female,Strășeni,Right direction,PSDE (Tudor Ulianovschi),Higher education,About the same,Moldovan,Urban,30-39,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,No answer,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence
512,Female,Edineț,No answer,PCRM (Vladimir Voronin),Lower secondary education,Worse,Moldovan,Rural,20-29,No answer,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,No answer,I have no confidence,No answer,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
513,Male,Mun. Chișinău,Wrong direction,Victorie (Ilan Sor),Secondary vocational education,Much better,Russian,Urban,60+,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,No answer,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence
514,Female,Mun. Chișinău,Wrong direction,PSRM (Igor Dodon),Post-secondary vocational education,Much worse,Russian,Urban,60+,Some confidence,Some confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,No answer,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence
515,Male,Rîșcani,Wrong direction,PSRM (Igor Dodon),Secondary vocational education,Much worse,Moldovan,Urban,60+,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
