,age_group,education,gender,nationality,urban_rural,electoral_district,citizen,ukraina,e-valimised,sündimus,kooselu,sisseränne,valitsus,riigikogu,ajakirjandus,party_preference,vote_power,interest
656,55-64,Higher education,Male,Estonian,,Jõgeva- ja Tartumaa,True,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Rather not trust,Don't trust at all,Rather not trust,Isamaa,Rather not,Somewhat
657,65-74,Secondary education,Female,Estonian,Urban,Tartu linn,True,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Don't trust at all,Rather trust,Don't trust at all,No party,Not at all,A little
658,65-74,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Strongly agree,Don't know,Don't know,Agree,Don't trust at all,Don't trust at all,Don't trust at all,Keskerakond,Rather yes,A little
659,45-54,Secondary education,Male,Estonian,Small town,Harju- ja Raplamaa,True,Agree,Strongly disagree,Disagree,Don't know,Disagree,Rather not trust,Rather not trust,Trust completely,Isamaa,Definitely,Somewhat
660,65-74,Higher education,Female,Estonian,Rural,Jõgeva- ja Tartumaa,True,Disagree,Agree,Agree,Disagree,Strongly agree,Rather trust,Rather trust,Rather trust,Reformierakond,Rather yes,Somewhat
661,25-34,Basic education,Male,Estonian,Small town,Järva- ja Viljandimaa,True,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,EKRE,Rather not,A little
662,25-34,Secondary education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Don't trust at all,Don't trust at all,Rather not trust,EKRE,Rather not,Somewhat
663,45-54,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Agree,Strongly agree,Disagree,Don't know,Strongly agree,Rather not trust,Don't trust at all,Don't trust at all,No party,Not at all,Somewhat
664,45-54,Higher education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather not trust,Rather not trust,Rather trust,Reformierakond,Definitely,A lot
665,55-64,Secondary education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,Parempoolsed,Not at all,A lot
666,18-24,Secondary education,Male,Other,Urban,Ida-Virumaa,True,Strongly agree,Don't know,Agree,Strongly disagree,Don't know,Don't trust at all,Don't trust at all,Rather not trust,Keskerakond,Not at all,A lot
667,25-34,Basic education,Female,Other,Tallinn,Mustamäe ja Nõmme,True,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Don't trust at all,Rather not trust,Don't trust at all,SDE,Rather not,A little
668,55-64,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Strongly agree,Strongly agree,Don't know,Don't know,Don't trust at all,Rather not trust,Don't trust at all,Keskerakond,Not at all,Somewhat
669,65-74,Secondary education,Female,Estonian,Small town,Harju- ja Raplamaa,True,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Rather not trust,Don't trust at all,Rather trust,Isamaa,Rather yes,Somewhat
670,65-74,Secondary education,Female,Other,Urban,Ida-Virumaa,True,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,Keskerakond,Rather not,A lot
671,35-44,Secondary education,Female,Estonian,Urban,Harju- ja Raplamaa,True,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Rather not trust,Rather not trust,Rather not trust,Eesti 200,Rather not,Somewhat
672,25-34,Secondary education,Female,Other,Urban,Ida-Virumaa,True,Don't know,Disagree,Disagree,Agree,Don't know,Rather trust,Rather trust,Neither trust nor distrust,SDE,Rather yes,A little
673,25-34,Secondary education,Female,Other,Urban,Ida-Virumaa,True,Agree,Don't know,Disagree,Don't know,Don't know,Rather not trust,Rather not trust,Rather trust,Eesti 200,Rather not,Almost not at all
674,55-64,Secondary education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Disagree,Strongly agree,Don't know,Don't know,Strongly agree,Rather not trust,Don't trust at all,Rather trust,EKRE,Not at all,Almost not at all
675,25-34,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,Keskerakond,Not at all,Almost not at all
676,55-64,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Rather not trust,Rather not trust,Don't trust at all,Keskerakond,Rather not,A little
677,45-54,Secondary education,Female,Other,Urban,Ida-Virumaa,True,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Don't trust at all,Don't trust at all,Rather not trust,No party,Not at all,Almost not at all
678,25-34,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Don't trust at all,Don't trust at all,Rather not trust,Keskerakond,Rather not,A little
679,35-44,Basic education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Don't know,Don't know,Disagree,Don't know,Agree,Neither trust nor distrust,Don't trust at all,Don't trust at all,Eesti 200,Not at all,A little
680,55-64,Higher education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Agree,Strongly disagree,Disagree,Don't know,Disagree,Rather not trust,Don't trust at all,Rather trust,Isamaa,Not at all,Somewhat
681,45-54,Higher education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Disagree,Strongly disagree,Disagree,Agree,Don't know,Rather not trust,Rather not trust,Rather trust,SDE,Rather not,Somewhat
682,45-54,Secondary education,Female,Estonian,Small town,Harju- ja Raplamaa,True,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Rather trust,Don't trust at all,Rather not trust,Isamaa,Rather not,A little
683,65-74,Secondary education,Female,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Disagree,Don't know,Agree,Agree,Strongly agree,Rather not trust,Rather not trust,Rather trust,Isamaa,Rather not,Somewhat
684,45-54,Secondary education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Don't trust at all,EKRE,Rather not,A lot
685,35-44,Basic education,Female,Other,Rural,Harju- ja Raplamaa,True,Strongly agree,Don't know,Disagree,Disagree,Strongly disagree,Rather not trust,Rather not trust,Rather trust,No party,Not at all,Almost not at all
686,25-34,Higher education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Rather trust,Rather not trust,Rather trust,Reformierakond,Rather yes,Somewhat
687,18-24,Secondary education,Female,Other,Urban,Ida-Virumaa,True,Strongly agree,Don't know,Don't know,Disagree,Agree,Rather not trust,Rather trust,Rather trust,Undecided,Not at all,Almost not at all
688,35-44,Higher education,Male,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Don't trust at all,Don't trust at all,Trust completely,EKRE,Not at all,A lot
689,35-44,Higher education,Male,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Isamaa,Rather yes,A lot
690,35-44,Basic education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,Isamaa,Rather not,Somewhat
691,35-44,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Don't know,Disagree,Disagree,Don't know,Agree,Neither trust nor distrust,Neither trust nor distrust,Rather not trust,Reformierakond,Rather not,A little
692,55-64,Secondary education,Female,Estonian,Rural,Lääne-Virumaa,True,Agree,Agree,Agree,Strongly disagree,Strongly agree,Rather not trust,Rather not trust,Rather trust,SDE,Not at all,Somewhat
693,25-34,Higher education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Reformierakond,Rather not,A little
694,55-64,Secondary education,Female,Other,Urban,"Võru-, Valga- ja Põlvamaa",True,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Rather trust,Rather trust,Rather trust,EKRE,Rather yes,Somewhat
695,35-44,Basic education,Female,Estonian,Small town,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Agree,Disagree,Strongly agree,Agree,Don't trust at all,Don't trust at all,Don't trust at all,Other,Not at all,A little
696,45-54,Secondary education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Disagree,Strongly disagree,Agree,Agree,Disagree,Rather trust,Rather trust,Trust completely,Isamaa,Rather yes,Somewhat
697,25-34,Secondary education,Female,Estonian,Urban,Lääne-Virumaa,True,Strongly agree,Agree,Disagree,Don't know,Agree,Rather not trust,Don't trust at all,Rather not trust,Undecided,Not at all,Almost not at all
698,45-54,Higher education,Male,Estonian,Rural,Ida-Virumaa,True,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Rather trust,Rather not trust,Trust completely,Parempoolsed,Rather yes,A lot
699,25-34,Secondary education,Female,Estonian,Rural,"Hiiu-, Lääne- ja Saaremaa",True,Strongly agree,Disagree,Strongly disagree,Don't know,Strongly agree,Neither trust nor distrust,Rather not trust,Rather not trust,Undecided,Rather not,Almost not at all
700,18-24,Basic education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Rather trust,Rather trust,Rather trust,SDE,Rather yes,Somewhat
701,35-44,Higher education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Rather not trust,Rather not trust,Rather not trust,Parempoolsed,Definitely,A lot
702,55-64,Secondary education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Rather trust,EKRE,Not at all,Somewhat
703,25-34,Secondary education,Female,Estonian,Small town,Järva- ja Viljandimaa,True,Strongly agree,Disagree,Disagree,Don't know,Don't know,Rather not trust,Don't trust at all,Rather not trust,Eesti 200,Rather not,A little
704,25-34,Secondary education,Female,Other,Tallinn,Mustamäe ja Nõmme,True,Strongly agree,Agree,Agree,Don't know,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,Keskerakond,Not at all,Almost not at all
705,25-34,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,SDE,Rather not,A little
706,35-44,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Agree,Agree,Disagree,Agree,Agree,Rather not trust,Rather not trust,Don't trust at all,Keskerakond,Not at all,A little
707,75+,Secondary education,Female,Estonian,Urban,Ida-Virumaa,True,Agree,Agree,Agree,Agree,Agree,Rather trust,Rather trust,Rather not trust,Parempoolsed,Rather not,Somewhat
708,65-74,Basic education,Female,Estonian,Rural,Lääne-Virumaa,True,Agree,Don't know,Agree,Agree,Strongly agree,Rather trust,Rather not trust,Rather trust,Undecided,Rather not,Almost not at all
709,35-44,Higher education,Female,Estonian,Rural,"Hiiu-, Lääne- ja Saaremaa",True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Don't trust at all,EKRE,Rather yes,A lot
710,45-54,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Strongly agree,Agree,Strongly agree,Don't know,Rather not trust,Rather not trust,Don't trust at all,Keskerakond,Rather yes,A little
711,45-54,Secondary education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Agree,Disagree,Disagree,Agree,Strongly agree,Rather not trust,Neither trust nor distrust,Rather not trust,Undecided,Rather not,A little
712,75+,Higher education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Don't know,Strongly disagree,Don't know,Don't know,Strongly disagree,Rather trust,Don't trust at all,Don't trust at all,Reformierakond,Rather yes,Somewhat
713,35-44,Higher education,Female,Estonian,Rural,Jõgeva- ja Tartumaa,True,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Rather not trust,Rather trust,Rather not trust,Parempoolsed,Definitely,Somewhat
714,25-34,Higher education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Don't know,Strongly disagree,Strongly agree,Agree,Don't trust at all,Rather not trust,Don't trust at all,No party,Not at all,Almost not at all
715,25-34,Basic education,Female,Other,Urban,Ida-Virumaa,True,Strongly agree,Disagree,Disagree,Agree,Don't know,Neither trust nor distrust,Neither trust nor distrust,Rather trust,Keskerakond,Rather yes,A little
716,25-34,Secondary education,Male,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Disagree,Strongly disagree,Don't know,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Rather trust,Parempoolsed,Rather not,A little
717,45-54,Basic education,Male,Estonian,Small town,Lääne-Virumaa,True,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Don't trust at all,Rather not trust,Don't trust at all,Isamaa,Definitely,A little
718,75+,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly agree,Agree,Strongly agree,Strongly disagree,Don't know,Don't trust at all,Neither trust nor distrust,Don't trust at all,Keskerakond,Rather not,Somewhat
719,55-64,Basic education,Female,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Don't know,Don't know,Don't know,Don't know,Don't know,Rather trust,Neither trust nor distrust,Don't trust at all,No party,Not at all,Almost not at all
720,35-44,Basic education,Male,Estonian,Rural,Lääne-Virumaa,True,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Rather not trust,Rather not trust,Rather trust,Isamaa,Rather yes,Somewhat
721,55-64,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Don't know,Don't know,Don't know,Strongly disagree,Don't know,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,No party,Not at all,Almost not at all
722,25-34,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Disagree,Agree,Strongly agree,Agree,Rather trust,Rather trust,Rather trust,SDE,Definitely,Somewhat
723,65-74,Basic education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Don't trust at all,Don't trust at all,Don't trust at all,Keskerakond,Not at all,A lot
724,25-34,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Agree,Don't know,Don't know,Strongly agree,Disagree,Rather not trust,Rather not trust,Rather not trust,No party,Rather not,A little
725,65-74,Secondary education,Male,Estonian,Rural,Järva- ja Viljandimaa,True,Disagree,Disagree,Agree,Strongly disagree,Agree,Rather trust,Rather trust,Rather trust,Isamaa,Rather not,Somewhat
726,18-24,Secondary education,Female,Estonian,Small town,Järva- ja Viljandimaa,True,Don't know,Disagree,Strongly agree,Agree,Agree,Rather not trust,Rather trust,Rather not trust,Isamaa,Rather yes,A little
727,35-44,Basic education,Female,Estonian,Urban,Järva- ja Viljandimaa,True,Don't know,Agree,Disagree,Agree,Agree,Don't trust at all,Don't trust at all,Don't trust at all,No party,Not at all,Almost not at all
728,35-44,Basic education,Male,Estonian,Small town,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Agree,Agree,Strongly disagree,Agree,Don't trust at all,Rather not trust,Rather not trust,No party,Not at all,Almost not at all
729,35-44,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Agree,Agree,Agree,Strongly agree,Disagree,Rather not trust,Rather not trust,Don't trust at all,Undecided,Rather yes,Almost not at all
730,25-34,Basic education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Agree,Disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather trust,Don't trust at all,SDE,Rather not,Almost not at all
731,55-64,Secondary education,Female,Other,Rural,Harju- ja Raplamaa,True,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Don't trust at all,Don't trust at all,Don't trust at all,Keskerakond,Not at all,A little
732,45-54,Secondary education,Female,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Agree,Don't know,Disagree,Agree,Rather not trust,Rather not trust,Rather not trust,No party,Definitely,Somewhat
733,25-34,Secondary education,Female,Other,Urban,Harju- ja Raplamaa,True,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Rather not trust,Rather trust,Rather trust,EKRE,Definitely,A little
